Jingles	March 12, 2007	Hamster (Teddy Bear)	Chocolate	Male	July 25, 2006	Gone to Hamster Heaven	Makati,  Philippines	The steel bars of our cage	The steel bars of our cage	Corn
Belle	March 12, 2007	Hamster (Teddy Bear)	Golden	Female	July 27, 2006	Gone to Hamster Heaven	Makati,  Philippines	Exercise Wheel	Exercise Wheel	Pellet and biscuit
Little D	May 8, 2004	Hamster (Russian)	Agouti	Female	August 14, 2003	Gone to Hamster Heaven	SG,  Singapore	Anything that can be chewed!~	Anything that can be chewed!~	Carrot
Anders	April 24, 2005	Hamster (Chinese)	Brown	Male	January 1, 2005	Gone to Hamster Heaven	Kansas City, KS&nbsp; United States	wheel	wheel	sunflower seeds
Athena	February 13, 2005	Hamster (Syrian)	Golden Banded	Female	February 28, 2004	Gone to Hamster Heaven	New Bedford, MA&nbsp; United States	paper towel tubes	paper towel tubes	anything foraged for when escaping
Zoe	June 25, 2006	Hamster (Dwarf)	Grey	Female	April 21, 2006	Gone to Hamster Heaven	Toronto, ON&nbsp; Canada	Hamster Wheel	Hamster Wheel	Lettuce
winky	August 21, 2006	Hamster (Unknown)	Grey	Female	January 1, 2005	Gone to Hamster Heaven	Singapore,  Singapore	hippo shelter	hippo shelter	strawberry, watermelon etc
George Xavier	October 29, 2006	Gerbil (Mongolian)	Brown	Male	January 1, 2004	Gone to Gerbil Heaven	Tolland, CT&nbsp; United States	Cardboard tubes.	Cardboard tubes.	Veggies.
Imogen Star	October 29, 2006	Hamster (Syrian)	Golden	Female	May 13, 2006	Gone to Hamster Heaven	Tolland, CT&nbsp; United States	Wheel (or cage bars).	Wheel (or cage bars).	Veggies.
&amp;#23567;&amp;#20029; [Xiaoli]	April 26, 2007	Hamster (Chinese)	Brown	Female	January 19, 2007	Gone to Hamster Heaven	Tolland, CT&nbsp; United States	Wooden house	Wooden house	Rodent blocks?
&amp;#23567;&amp;#26757;  [Xiaomei]	April 26, 2007	Hamster (Chinese)	Brown	Female	January 19, 2007	Gone to Hamster Heaven	Tolland, CT&nbsp; United States	Wheel	Wheel	Rodent blocks?
Percival	March 8, 2009	Hamster (Syrian)	Golden Banded	Male	July 1, 2008	Gone to Hamster Heaven	Meadville, PA&nbsp; United States	Anything he thinks is edible	Anything he thinks is edible	Anything edible
Filbert	March 8, 2009	Hamster (Dwarf)	Black Banded	Male	November 1, 2008	39 months	Albany, NY&nbsp; United States	Albany, NY&nbsp; United States	Albany, NY&nbsp; United States	sunflower seeds
Hammie the Hampire	July 27, 2006	Hamster (Dwarf)	Agouti	Female	June 1, 2006	Gone to Hamster Heaven	Edison, NJ&nbsp; United States	Edison, NJ&nbsp; United States	Edison, NJ&nbsp; United States	Sunflower seeds
Misty	January 17, 2007	Hamster (Teddy Bear)	Smoke Pearl	Female	December 1, 2006	62 months	21136, MD&nbsp; United States	TP Tube	TP Tube	I like to eat yogurt treats given to me by daddy!
Pinkie	November 28, 2007	Hamster (Russian)	Sapphire	Female	September 25, 2007	53 months	None,  Singapore	Tissue papers :D	Tissue papers :D	Sunflower seeds :D
RePete	April 24, 2005	Gerbil (Mongolian)	Cinnamon	Male	November 1, 2002	Gone to Gerbil Heaven	Asheville, NC&nbsp; United States	His food dish	His food dish	Sunflower Seeds
Cora	September 28, 2005	Gerbil (Unknown)	Black	Female	October 1, 2003	Gone to Gerbil Heaven	Raleigh, NC&nbsp; United States	Half of a coconut shell (not pictured as I had to take it out to get her picture)	Half of a coconut shell (not pictured as I had to take it out to get her picture)	Anything in her cage that's edible.  Or inedible.  I really have to watch out for this one.
Luigi	March 17, 2007	Gerbil (Mongolian)	Silver	Male	June 16, 2006	Gone to Gerbil Heaven	Asheville, NC&nbsp; United States	His Exercise Wheel	His Exercise Wheel	Eggs
Rosebud	March 17, 2007	Hamster (Teddy Bear)	Tortoise Shell	Female	October 7, 2006	64 months	Asheville, NC&nbsp; United States	Hamster Ball	Hamster Ball	Carrots
cupcake	July 3, 2007	Gerbil (Unknown)	Grey	Female	January 1, 2004	Gone to Gerbil Heaven	Gainesville, FL&nbsp; United States	toilet paper tube	toilet paper tube	corn and sunflower seeds
Pocky	August 24, 2005	Hamster (Syrian)	Golden	Male	January 1, 2005	Gone to Hamster Heaven	Park City, KY&nbsp; United States	Chapstick tubes	Chapstick tubes	Blueberries
Oz	April 20, 2004	Hamster (Syrian)	Beige	Male	February 8, 2004	Gone to Hamster Heaven	Washington, PA&nbsp; United States	his wheel	his wheel	raisens
Boo	December 3, 2007	Hamster (Dwarf)	Brown	Male	October 1, 2005	Gone to Hamster Heaven	Spore,  Singapore	Spore,  Singapore	Spore,  Singapore	Broccoli
Uncle Blue	July 17, 2006	Hamster (Syrian)	Cinnamon Banded	Male	July 1, 2005	Gone to Hamster Heaven	New York, NY&nbsp; United States	his wheel	his wheel	sunflower seeds
Eleadora	June 23, 2006	Gerbil (Unknown)	Black	Female	April 1, 2005	Gone to Gerbil Heaven	Raleigh, NC&nbsp; United States	Critter Bath	Critter Bath	Normal gerbil food, but she's never too excited over it
KUKU	August 27, 2008	Hamster (Dwarf)	Grey	Female	October 10, 2007	52 months	OSAKA,  Japan	Wheel	Wheel	Wheel
Billie Jean	June 15, 2009	Hamster (Syrian)	Agouti	Male	January 1, 2008	49 months	Broadripple, IN&nbsp; United States	Well, he really doesn't like toys, lol =]	Well, he really doesn't like toys, lol =]	Corn
George	April 28, 2004	Hamster (Syrian)	Cream	Male	December 27, 2003	Gone to Hamster Heaven	Oxford,  United Kingdom	cage bars	cage bars	yogurt drops
Corrinne	August 12, 2004	Hamster (Syrian)	Brown	Female	April 31, 2004	Gone to Hamster Heaven	San Diego, CA&nbsp; United States	Crittertrail tubes, wheel, and tree branches	Crittertrail tubes, wheel, and tree branches	Cheerios
Chiquita Banana	February 16, 2008	Hamster (Dwarf)	Brown	Female	September 7, 2007	Gone to Hamster Heaven	El Paso, TX&nbsp; United States	Tissues	Tissues	Lettuce and Broccoli
Carlos Drummond Campbelli	October 17, 2005	Hamster (Dwarf)	Agouti	Male	May 2, 2005	Gone to Hamster Heaven	São Paulo,  Brazil	São Paulo,  Brazil	São Paulo,  Brazil	São Paulo,  Brazil
Lucy	July 14, 2006	Hamster (Syrian)	Black Banded	Female	July 6, 2006	Gone to Hamster Heaven	Grand Rapids, MI&nbsp; United States	Me. Or her pink hamster ball she runs around in!	Me. Or her pink hamster ball she runs around in!	Sunflower seeds, apples.
Mochi	June 7, 2008	Hamster (Dwarf)	White	Male	April 1, 2008	Gone to Hamster Heaven	Singapore,  Singapore	The wheel	The wheel	Everything edible
Boris	March 9, 2006	Hamster (Syrian)	Cream	Male	January 10, 2006	Gone to Hamster Heaven	Brighton,  United Kingdom	wheel	wheel	peanuts
mojito	April 28, 2006	Hamster (Teddy Bear)	Cream	Male	March 10, 2006	Gone to Hamster Heaven	Stockholm,  Sweden	Noisy Wheeeeel!	Noisy Wheeeeel!	broccoli, apple and egg. and Sunflowerseeds!
Tristan	August 30, 2007	Hamster (Russian)	Agouti	Male	August 1, 2007	54 months	Ipoh,  Malaysia	Ipoh,  Malaysia	Ipoh,  Malaysia	Ipoh,  Malaysia
Butter	August 7, 2006	Hamster (Dwarf)	Sapphire	Female	January 1, 2004	Gone to Hamster Heaven	Singapore,  Singapore	Toilet roll	Toilet roll	green leafy vegetables
Theodore Andrew Chong	July 30, 2008	Hamster (Syrian)	Cream	Male	July 1, 2008	43 months	KK,  Malaysia	wheel	wheel	seeds
mickey	July 29, 2008	Hamster (Syrian)	Cinnamon Banded	Female	January 1, 2007	61 months	Ipoh,  Malaysia	tissue, pencil	tissue, pencil	sunflower seeds
Shadow	December 15, 2006	Hamster (Common)	Black	Female	April 13, 2006	Gone to Hamster Heaven	Calgary, AB&nbsp; Canada	Plastic Tape Ring, Wooden Chew Sticks, Big Bouncing Ball, Run-Around Ball	Plastic Tape Ring, Wooden Chew Sticks, Big Bouncing Ball, Run-Around Ball	Peas, corn, rice, cheerios, oats, walnuts, and nibble bars.
Chiba	January 18, 2007	Hamster (Unknown)	Golden Banded	Female	April 13, 2006	Gone to Hamster Heaven	Calgary, AB&nbsp; Canada	Banana	Banana	Rice
Fred	October 16, 2005	Hamster (Syrian)	Golden Banded	Male	April 11, 2005	Gone to Hamster Heaven	Dallas, TX&nbsp; United States	toilet tissue tube	toilet tissue tube	carrots
Grumpy	April 24, 2008	Hamster (Dwarf)	Rust	Male	April 5, 2006	Gone to Hamster Heaven	Chicago, IL&nbsp; United States	His plastic ball, his wheel	His plastic ball, his wheel	Banana!
Lily	April 24, 2008	Hamster (Dwarf)	Grey	Female	December 25, 2007	50 months	Chicago, IL&nbsp; United States	Tubes!	Tubes!	Grapes
Honey Lumpkins	July 13, 2006	Hamster (Unknown)	Cinnamon	Female	May 16, 2006	Gone to Hamster Heaven	Lemon Grove, CA&nbsp; United States	Chew blocks	Chew blocks	Carrots
Stevie	March 7, 2007	Hamster (Teddy Bear)	Cream	Male	October 20, 2005	Gone to Hamster Heaven	Manila,  Philippines	His wheelie machine	His wheelie machine	Mangoes, plain rice, sunflower seeds, chicken fillet, lettuce, hard boiled eggs
NapsterMaMan (R.I.P.)	February 9, 2005	Hamster (Syrian)	Cinnamon Banded	Male	September 19, 2003	Gone to Hamster Heaven	Nowheresville, ME&nbsp; United States	Igloo / PVC pipe	Igloo / PVC pipe	Harry Hamster Food, Milkbones, oats, apples
Clover	April 19, 2006	Hamster (Syrian)	Golden	Female	March 17, 2005	Gone to Hamster Heaven	Milpitas, CA&nbsp; United States	Wheel	Wheel	Sunflower Seeds
Cookie	May 9, 2004	Hamster (Syrian)	Brown	Female	February 14, 2004	Gone to Hamster Heaven	Newcastle,  United Kingdom	My Toliet box	My Toliet box	My little wooden apple with the treat in the middle
Oggy	July 17, 2006	Gerbil (Mongolian)	Agouti	Female	January 1, 2005	Gone to Gerbil Heaven	New York City, NY&nbsp; United States	Cardboard boxes.	Cardboard boxes.	Sunflower seeds and fresh vegetables.
King Kuma Momo Jahobert Gogurt	March 27, 2007	Hamster (Teddy Bear)	Blonde	Male	February 17, 2006	Gone to Hamster Heaven	Newark, NJ&nbsp; United States	Running wheel	Running wheel	Banana yogurt treats
Chuchu	March 15, 2007	Hamster (Teddy Bear)	Grey	Male	March 12, 2007	59 months	Manila,  Philippines	Exercise wheels	Exercise wheels	Sunflower seeds
lily	September 12, 2008	Hamster (Chinese)	Brown	Female	June 18, 2008	44 months	Loreauville, LA&nbsp; United States	stick	stick	treats
Bijoux	December 3, 2007	Hamster (Dwarf)	White	Female	November 1, 2005	Gone to Hamster Heaven	Spore,  Singapore	Spore,  Singapore	Spore,  Singapore	Spore,  Singapore
Khaki	May 6, 2005	Hamster (Siberian)	Cream	Female	July 25, 2004	Gone to Hamster Heaven	Los Angeles, CA&nbsp; United States	Los Angeles, CA&nbsp; United States	Los Angeles, CA&nbsp; United States	Los Angeles, CA&nbsp; United States
Khakito	May 6, 2005	Hamster (Siberian)	Cream	Female	September 26, 2004	Gone to Hamster Heaven	Los Angeles, CA&nbsp; United States	Hamster wheel	Hamster wheel	Hamster wheel
Waffles	November 17, 2005	Hamster (Dwarf)	Black	Female	June 7, 2005	Gone to Hamster Heaven	Morgantown, WV&nbsp; United States	Stawberry house	Stawberry house	Nutripuffs
Dongwa	June 22, 2005	Hamster (Unknown)	Black Banded	Male	April 12, 2004	Gone to Hamster Heaven	Anchorage, AK&nbsp; United States	Big Wheel	Big Wheel	Peanuts
Brulée	August 29, 2007	Hamster (Syrian)	Black	Female	June 7, 2007	Gone to Hamster Heaven	Little Rock, AR&nbsp; United States	RunAbout ball	RunAbout ball	anything sweet
Rusty	November 20, 2006	Hamster (Dwarf)	Grey	Male	May 15, 2006	Gone to Hamster Heaven	Christchurch,  New Zealand	It's ball	It's ball	cabbage brocolli
Daisy	December 2, 2009	Hamster (Dwarf)	Brown	Female	August 8, 2008	42 months	Lakeland, FL&nbsp; United States	wheel	wheel	yogies
Fluffy	December 2, 2009	Hamster (Syrian)	Cinnamon Banded	Male	April 20, 2009	34 months	Selayang,  Malaysia	Hamster ball and its wheel.	Hamster ball and its wheel.	Sunflower seed, Fresa (strawberry) and most of all Loco Banana sandwich!!!!
Digit	June 10, 2006	Hamster (Syrian)	Black Banded	Female	October 30, 2005	Gone to Hamster Heaven	Cincinnati, OH&nbsp; United States	Twisty ties	Twisty ties	Hard boiled Egg
Codi Bogalou	July 29, 2006	Hamster (Teddy Bear)	Golden Banded	Male	August 12, 2005	Gone to Hamster Heaven	Cleveland, OH&nbsp; United States	his wheel	his wheel	anything sweet
Hamlit	March 31, 2008	Hamster (Dwarf)	White	Male	February 1, 2008	48 months	Bedfordshire,  United Kingdom	his little wheel	his little wheel	hamster mix (I'm not sure yet)
Mochi	June 9, 2006	Hamster (Dwarf)	Opal	Male	April 16, 2006	Gone to Hamster Heaven	Manila,  Philippines	Donkey	Donkey	Carrots
Squinty	June 9, 2006	Hamster (Russian)	White	Female	September 17, 2005	Gone to Hamster Heaven	Quezon City,  Philippines	Hammie wheel	Hammie wheel	Sunflower seeds
Xiaobai	April 30, 2004	Hamster (Dwarf)	Grey	Female	March 3, 2003	Gone to Hamster Heaven	Singapore,  Singapore	Hamster Ball	Hamster Ball	Sunflower seeds
poo poo	April 30, 2004	Hamster (Roborovskii)	Agouti	Male	February 1, 2004	Gone to Hamster Heaven	Singapore,  Singapore	Singapore,  Singapore	Singapore,  Singapore	strawberry yoghurt
fluffy snuffy	April 30, 2004	Hamster (Roborovskii)	Agouti	Male	June 13, 2002	Gone to Hamster Heaven	Singapore,  Singapore	running ball	running ball	strawberry yoghurt
Abigail Poops-in-ball	May 1, 2005	Hamster (Syrian)	Golden	Female	January 8, 2005	Gone to Hamster Heaven	Brunswick, ME&nbsp; United States	waterbottle	waterbottle	cheese cakes
Bitey	September 24, 2007	Hamster (Teddy Bear)	Sable Banded	Male	April 20, 2006	Gone to Hamster Heaven	San Diego, CA&nbsp; United States	Anything Plastic	Anything Plastic	Yogurt Drops
Boobsie	July 22, 2006	Hamster (Teddy Bear)	Grey	Male	April 7, 2006	Gone to Hamster Heaven	Manila,  Philippines	The Rotating Workstation	The Rotating Workstation	Pringles Cheese Flavor
Chai	August 2, 2004	Hamster (Russian)	Argente	Female	February 9, 2004	Gone to Hamster Heaven	Stamford, CT&nbsp; United States	Plastic Tube, Wheel	Plastic Tube, Wheel	Special K
Clyde	September 24, 2007	Hamster (Syrian)	Cream	Male	December 26, 2005	Gone to Hamster Heaven	San Diego, CA&nbsp; United States	Plastic Purple Tube (he loves to perch on it)	Plastic Purple Tube (he loves to perch on it)	Crunchy Blueberry Yogurt Balls
corgie	July 2, 2005	Hamster (Syrian)	Sable	Female	May 1, 2002	Gone to Hamster Heaven	Lisle, IL&nbsp; United States	just about anything	just about anything	anything but it was the surprise treats that she liked the best.
Digit [R.I.P Little guy]	September 26, 2007	Hamster (Teddy Bear)	Grey	Male	May 25, 2007	Gone to Hamster Heaven	Poole,  United Kingdom	Wheel	Wheel	Any fresh fruit/veg given to him!!
Dr. Marcus Aurelius Brody	July 11, 2006	Hamster (Syrian)	White	Male	December 16, 2005	Gone to Hamster Heaven	Alexandria, VA&nbsp; United States	Hamster Ball	Hamster Ball	Carrots
Hamko	August 16, 2006	Hamster (Dwarf)	White	Female	February 3, 2005	Gone to Hamster Heaven	Singapore,  Singapore	Her owners	Her owners	Sunflower seeds, cucumber
Butter	November 28, 2007	Hamster (Russian)	White	Female	March 25, 2007	Gone to Hamster Heaven	None,  Singapore	My finger }:	My finger }:	Sunflower seeds :D
Boo	January 17, 2008	Hamster (Teddy Bear)	Brown	Female	November 25, 2006	63 months	Durham, NC&nbsp; United States	Wooden block	Wooden block	Apples
Aslan	October 21, 2007	Hamster (Unknown)	Brown	Male	August 13, 2007	54 months	Oakland, CA&nbsp; United States	Wheel, and ball	Wheel, and ball	Dog food, lettuce, and apple
Bear	January 20, 2008	Hamster (Syrian)	Golden	Female	December 20, 2005	Gone to Hamster Heaven	Tamworth,  United Kingdom	Wooden strawberry	Wooden strawberry	Strawberries, dried fruit and nuts, banana and broccoli!
Yumi	February 17, 2008	Hamster (Common)	Golden Banded	Female	July 10, 2007	Gone to Hamster Heaven	Kuching,  Malaysia	I love the wheel..I also love to chew on my bars!!!!!!!!!	I love the wheel..I also love to chew on my bars!!!!!!!!!	Those round green things and seeds.
Waffle	August 16, 2007	Hamster (Dwarf)	Brown	Female	February 18, 2007	60 months	Cape Town,  South Africa	Hamster Ball	Hamster Ball	Sunflower seeds, cashew nuts, cheese, chicken, mutton curry and cucumber
Nibble	April 20, 2006	Hamster (Syrian)	Beige	Male	April 1, 2005	Gone to Hamster Heaven	Leeds,  United Kingdom	Toilet rolls	Toilet rolls	Cabbage
Brie	November 6, 2007	Hamster (Syrian)	Cream	Female	September 30, 2007	Gone to Hamster Heaven	Little Rock, AR&nbsp; United States	wheel	wheel	sunflower seeds, carrots
Fillmore	September 24, 2007	Hamster (Teddy Bear)	Black Banded	Male	January 27, 2006	Gone to Hamster Heaven	San Diego, CA&nbsp; United States	Mineral Chew With Sprinkles (He only chews off the sprinkles)	Mineral Chew With Sprinkles (He only chews off the sprinkles)	Strawberry Yogurt Drops
Chester	September 24, 2007	Hamster (Syrian)	Golden Banded	Male	January 25, 2006	Gone to Hamster Heaven	San Diego, CA&nbsp; United States	Toliet Paper Rolls	Toliet Paper Rolls	Everything!
Nibbles	March 13, 2007	Hamster (Dwarf)	Grey	Female	May 12, 2006	Gone to Hamster Heaven	El Paso, TX&nbsp; United States	Wheel	Wheel	Seeds
Chief Odis	December 24, 2007	Hamster (Unknown)	Black	Male	October 13, 2006	Gone to Hamster Heaven	Richmond, VA&nbsp; United States	Wheel	Wheel	Yogurt Treats
Flash(11/18/05-12/22/07)	September 27, 2007	Hamster (Dwarf)	Grey	Male	November 18, 2005	Gone to Hamster Heaven	Here, WV&nbsp; United States	His shield	His shield	Sunflower seeds
Jumpin Jack	January 29, 2010	Hamster (Teddy Bear)	Golden	Male	October 1, 2009	28 months	Manila,  Philippines	wheel!!!!	wheel!!!!	duck meat
Mirugai	September 18, 2007	Hamster (Dwarf)	Agouti	Female	June 1, 2006	Gone to Hamster Heaven	Singapore,  Singapore	Metal bars!	Metal bars!	Freeze-dried Mealworms
Mocha	September 18, 2007	Hamster (Dwarf)	Agouti	Male	March 7, 2007	59 months	Singapore,  Singapore	Wheel	Wheel	Broccoli
Enoki	September 18, 2007	Hamster (Dwarf)	Pearl	Female	April 5, 2007	58 months	Singapore,  Singapore	Tissue Paper	Tissue Paper	Sunflower seeds and carrots
Souffle	September 18, 2007	Hamster (Dwarf)	Pearl	Female	August 4, 2007	Gone to Hamster Heaven	Singapore,  Singapore	Playmates Zucchini and Tortilla	Playmates Zucchini and Tortilla	Just about anything XD
Tortilla	September 18, 2007	Hamster (Dwarf)	Pearl	Male	July 31, 2007	55 months	Singapore,  Singapore	Wheel	Wheel	Everything!
Mia	November 15, 2004	Hamster (Teddy Bear)	Black Banded	Female	December 29, 2003	Gone to Hamster Heaven	Houston, TX&nbsp; United States	pink igloo	pink igloo	pretzels
Kuzco	January 28, 2005	Hamster (Roborovskii)	Agouti	Male	October 30, 2004	Gone to Hamster Heaven	Omaha, NE&nbsp; United States	wheel	wheel	strawberry
Totoro	January 28, 2005	Hamster (Roborovskii)	Agouti	Male	October 30, 2004	Gone to Hamster Heaven	Omaha, NE&nbsp; United States	wheel	wheel	strawberry
Bigfoot	July 25, 2006	Hamster (Dwarf)	Brown	Male	July 1, 2004	Gone to Hamster Heaven	Los Angeles, CA&nbsp; United States	Los Angeles, CA&nbsp; United States	Los Angeles, CA&nbsp; United States	Los Angeles, CA&nbsp; United States
StevieBobKittyHavoktheAttack..	January 15, 2007	Hamster (Dwarf)	Agouti	Female	December 25, 2005	Gone to Hamster Heaven	Tucson, AZ&nbsp; United States	toilet paper tube	toilet paper tube	sunflower seeds
Oscar	June 7, 2007	Hamster (Russian)	Grey	Male	March 1, 2007	59 months	Omagh,  Ireland	TV	TV	Sunflower seeds and walnuts
Nemo	May 9, 2004	Hamster (Syrian)	Cream	Male	January 1, 2003	Gone to Hamster Heaven	Newcastle,  United Kingdom	Hamster Wheel	Hamster Wheel	Fruit shaped treats
Pebbles	November 26, 2006	Hamster (Teddy Bear)	Golden	Female	June 25, 2003	Gone to Hamster Heaven	Moody, AL&nbsp; United States	her roll-around ball	her roll-around ball	lettuce
Parfait	January 6, 2006	Hamster (Syrian)	Cream	Female	January 1, 2005	Gone to Hamster Heaven	Jasper, AL&nbsp; United States	Jasper, AL&nbsp; United States	Jasper, AL&nbsp; United States	Jasper, AL&nbsp; United States
Mimi	January 4, 2009	Hamster (Dwarf)	Silver	Female	February 15, 2008	48 months	Southern Ontario, ON&nbsp; Canada	Wheel	Wheel	Sunflower seeds and dog biscuits
Amelie	April 12, 2006	Hamster (Dwarf)	Brown	Female	April 25, 2003	Gone to Hamster Heaven	Austin, TX&nbsp; United States	the plastic ball	the plastic ball	Dried corn
Sammie	November 26, 2009	Hamster (Teddy Bear)	Blonde	Female	December 7, 2007	50 months	Kansas City, MO&nbsp; United States	Wheel	Wheel	Meal Worms
BlackBerry	October 14, 2006	Hamster (Syrian)	Black	Female	February 26, 2006	Gone to Hamster Heaven	Jasper, GA&nbsp; United States	some &quot;chew stix&quot;	some &quot;chew stix&quot;	grapes
otis	November 29, 2005	Hamster (Syrian)	Sable Banded	Female	January 1, 2005	Gone to Hamster Heaven	Miami, FL&nbsp; United States	her bedding castle	her bedding castle	cheese yogies
Shadow	March 29, 2005	Hamster (Syrian)	Grey	Female	December 1, 2004	Gone to Hamster Heaven	Poultney, VT&nbsp; United States	Hamster Ball	Hamster Ball	Biscuits... dog biscuits, cat biscuits, organic or otherwise
Rascal	June 28, 2006	Hamster (Syrian)	Black	Female	June 26, 2005	Gone to Hamster Heaven	Placentia, CA&nbsp; United States	House/Bed	House/Bed	Cheerios
bobbie	October 19, 2006	Hamster (Unknown)	Black	Male	February 15, 2004	Gone to Hamster Heaven	Mentor, OH&nbsp; United States	his chew block	his chew block	sunflower seeds
Bert	July 24, 2007	Hamster (Dwarf)	Agouti	Male	June 24, 2007	56 months	Brooklyn, NY&nbsp; United States	the wheel	the wheel	matza crackers
Ernie	July 24, 2007	Hamster (Dwarf)	Agouti	Male	June 24, 2007	56 months	Brooklyn, NY&nbsp; United States	the wheel	the wheel	matza crackers
Beep	May 28, 2007	Hamster (Dwarf)	Agouti	Female	February 1, 2006	Gone to Hamster Heaven	New York, NY&nbsp; United States	the red wheel, and then the blue wheel	the red wheel, and then the blue wheel	fennel bulbs
Lil' Mama	May 29, 2007	Hamster (Dwarf)	Blue	Female	November 15, 2005	Gone to Hamster Heaven	New York, NY&nbsp; United States	cardboard boxes	cardboard boxes	porridge (she broke her top front teeth, and gets the bottom ones trimmed, ouch!)
Napoleon	April 20, 2004	Hamster (Dwarf)	Grey	Male	March 20, 2004	Gone to Hamster Heaven	Washington, PA&nbsp; United States	his wheel	his wheel	his wheel
Ethel	November 6, 2008	Hamster (Chinese)	Brown	Female	September 1, 2006	Gone to Hamster Heaven	London,  United Kingdom	House	House	Yogurt Drops
Peach	May 21, 2004	Hamster (Syrian)	Cinnamon Banded	Female	March 1, 2004	Gone to Hamster Heaven	Gorham, ME&nbsp; United States	Wheel	Wheel	Grapes
Ralphy	June 6, 2004	Hamster (Dwarf)	Agouti	Male	February 1, 2004	Gone to Hamster Heaven	Portland, ME&nbsp; United States	we haven't discovered it yet! but he loves to sleep in his wheel!	we haven't discovered it yet! but he loves to sleep in his wheel!	sun flower seeds
Buddy	July 12, 2006	Hamster (Siberian)	Cinnamon Banded	Male	July 4, 2003	Gone to Hamster Heaven	Buffalo, NY&nbsp; United States	food	food	yogurt drop
Tina	December 21, 2006	Hamster (Common)	Brown	Female	January 7, 2003	Gone to Hamster Heaven	San Diego, CA&nbsp; United States	tungle rope	tungle rope	sunflower seeds
Thisbe	January 12, 2006	Gerbil (Mongolian)	White	Female	January 1, 2004	Gone to Gerbil Heaven	Cincinnati, OH&nbsp; United States	Molly (her gerbil-mommy)	Molly (her gerbil-mommy)	peas
Miss Devin Townsend	June 13, 2006	Hamster (Syrian)	Calico	Female	April 20, 2006	Gone to Hamster Heaven	San Diego, CA&nbsp; United States	Tubes! And anything that she can climb on.	Tubes! And anything that she can climb on.	Anything she can get her grubby little fingers on
margot	July 12, 2004	Hamster (Dwarf)	Brown	Female	October 3, 2003	Gone to Hamster Heaven	Colorado Springs, CO&nbsp; United States	her wheel	her wheel	broccoli
Sophia	April 19, 2004	Hamster (Common)	Brown	Female	January 1, 2004	Gone to Hamster Heaven	Rockland, ME&nbsp; United States	Maze	Maze	Krunch-a-rounds
Ernest	June 16, 2004	Hamster (Unknown)	Sable Banded	Male	April 1, 2004	Gone to Hamster Heaven	Washington, DC&nbsp; United States	Washington, DC&nbsp; United States	Washington, DC&nbsp; United States	was red grapes, then walnuts, now carrots &amp; lettuce, although also those little red vitamin squares with the sugar filling
Twizzler	July 5, 2004	Hamster (Syrian)	Golden Banded	Male	June 10, 2001	Gone to Hamster Heaven	Fredericksburg, VA&nbsp; United States	Exercise Ball	Exercise Ball	Cherries
Spike	July 26, 2004	Hamster (Syrian)	Nutmeg	Female	June 1, 2003	Gone to Hamster Heaven	Bloomington, MN&nbsp; United States	Hammy Townhouse	Hammy Townhouse	Fruit, yogurt
Bear	April 9, 2004	Hamster (Syrian)	Sable	Male	October 23, 2003	Gone to Hamster Heaven	London,  United Kingdom	wheel!	wheel!	doggie biscuits and banana
Rockett	April 19, 2004	Hamster (Teddy Bear)	Grey	Male	January 1, 2002	Gone to Hamster Heaven	Detroit, MI&nbsp; United States	spaghetti	spaghetti	Broccoli, spinach, apples, cucumber, peas
Cinders	May 8, 2004	Hamster (Syrian)	Brown	Male	September 21, 2003	Gone to Hamster Heaven	Western, PA&nbsp; United States	food bowl	food bowl	mealies
Toffee	May 8, 2004	Hamster (Syrian)	Beige	Female	March 1, 2004	Gone to Hamster Heaven	Western, PA&nbsp; United States	hamster wheel	hamster wheel	apples *crunch*
YaYa	June 27, 2004	Hamster (Dwarf)	Argente	Male	June 5, 2004	Gone to Hamster Heaven	SG,  Singapore	Unknown Yet	Unknown Yet	Sunflower Seeds
Hercules	July 2, 2004	Hamster (Dwarf)	Grey	Male	June 30, 2004	Gone to Hamster Heaven	Wonderland,  Singapore	Wheel Of Fortune	Wheel Of Fortune	Seeds
Winston	August 12, 2004	Hamster (Syrian)	Agouti	Male	March 11, 2004	Gone to Hamster Heaven	Washington, PA&nbsp; United States	His wheel	His wheel	His wheel
Pierre	August 14, 2004	Hamster (Syrian)	Golden Banded	Male	January 1, 2004	Gone to Hamster Heaven	Greensboro, NC&nbsp; United States	Wheel	Wheel	sunflower seeds
Schroeder	February 2, 2008	Hamster (Syrian)	Black	Male	October 1, 2007	Gone to Hamster Heaven	Falls Church, VA&nbsp; United States	Falls Church, VA&nbsp; United States	Falls Church, VA&nbsp; United States	Falls Church, VA&nbsp; United States
Linus	February 2, 2008	Hamster (Syrian)	Black Banded	Male	October 1, 2007	Gone to Hamster Heaven	Falls Church, VA&nbsp; United States	Falls Church, VA&nbsp; United States	Falls Church, VA&nbsp; United States	Falls Church, VA&nbsp; United States
Sugar	July 23, 2006	Hamster (Common)	Cinnamon Banded	Female	March 1, 2002	Gone to Hamster Heaven	Vienna, VA&nbsp; United States	A bird mirror	A bird mirror	Coconut
Nebula	April 19, 2005	Hamster (Syrian)	Black	Female	February 22, 2005	Gone to Hamster Heaven	Windsor Mill, MD&nbsp; United States	Hamster bunker	Hamster bunker	Anything edible.  Got to build those muscles!
